,species_name,phylo_level,parent,F12246,F12247,F12248,F12249,F12250,F12252,F12253,F12254,F12255,F12257,F12260,F12261,F12262,F12263,F12265,F12266,F12268,F12269,F12270,F12271,F12272,F12273,F12276,F12277,F12278,F12279,F12280,F12281,F12284,F12285,F12286,F12287,F12289,F12292,F12293,F12294,F12295,F12296,F12300,F12301,F12303,F12304,F12307,F12308,F12310,F12311,F12312,F12315,F12316,F12317,F12318,F12320,F12321,F12323,F12324,F12326,F12327,F12328,F12329,F12331,F12332,F12333,F12339
76857,Fusobacterium nucleatum subsp. polymorphum,S1,851,,,,,,,1748.0,,,,142.0,560.0,,3394.0,,,,,,,,,,4099.0,,,,,,10490.0,,,,,,,,,,,,,,,,,,,,,,,,,2724.0,,,,,,,,
54005,Peptoniphilus harei,S,162289,,,373.0,,,,,,,,,,,,,,,111.0,,351.0,,,,,101.0,,,,,324.0,,,1716.0,,281.0,,,,,,,,,152.0,,,,,,,,,,282.0,,,,,,,19144.0,159.0,
160791,Sphingomonas wittichii,S,13687,,,,,,,,,,,,,,,,,,,,,,,,,10429.0,,,,,,,,,12516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421525,Chryseobacterium haifense,S,59732,,,,,,,,,,,,,,,850.0,,,,,12620.0,,,,,,,,,,,,,9438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Schaalia odontolytica,S,2529408,,,,,,,745.0,,,,,589.0,,1472.0,,,,1547.0,,,,,,3348.0,,,,,,8282.0,,,800.0,,319.0,,,,,,,,,,,,,276.0,,,,,,,,,,,,,4947.0,316.0,
441500,Corynebacterium timonense,S,1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10014.0,,,,,,,,,,,,,,,,,,3567.0,,8901.0,,,,,,,,
2478662,Acidovorax sp. 1608163,S,2684926,,,,,,2769.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8994.0,,,,,,1719.0,,,,,,3288.0,,,,,,,,,5423.0,,,,,,,,
1763535,Hydrogenophaga crassostreae,S,47420,,869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8425.0,,,,7310.0,,,,,,,,1024.0,,,,2907.0,1655.0,,,,,,,,,,,,,,,,
1355477,Bradyrhizobium diazoefficiens,S,374,,,,,,,,,,,,,,,,,,,,8326.0,,,,,10756.0,,,,,,,,,,2639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274631,Bradyrhizobium icense,S,374,,,,,,,,,,,,,,,,,,,,,,,,,10690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7873.0,,,,,,2948.0,,
1331671,Pseudomonas putida H8234,S1,303,,,,,,,6431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302308,Rhodococcus sp. P1Y,S,192944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10349.0,9254.0,,,,,,,1113.0,,,,,,,,,,,,,,,,,,,,,,
742013,Delftia sp. Cs1-4,S,2613839,,,,,,,,,,,,,,,,,,,,9748.0,,,,,8752.0,,,,,,,,,,,,,,,,,,,,,,,2057.0,,,,,,,,,,,,,,,
1275,Kocuria rosea,S,57493,,,,,,,,,372.0,,,,,,,,,,,7916.0,,,,,,,,,,,,,2440.0,,2073.0,,,,,,,,,,295.0,,,,332.0,,293.0,,423.0,,662.0,,,307.0,355.0,,5002.0,,
1030157,Sphingomonas sp. KC8,S,196159,,,,,,,,,,,,1066.0,,,,,,,,,,,,,,,,,,10496.0,,,,,,,,,,,,,,,,,,,,,,,,,8761.0,,,,,,,,
327575,Capnocytophaga leadbetteri,S,1016,,,,,,1502.0,,,,,,1994.0,,,,,,,,,,,,2945.0,,,,,,8795.0,,,,,,,,,,,831.0,,,,,,,955.0,1415.0,,,,,,1873.0,,,,,,,,
47421,Hydrogenophaga pseudoflava,S,47420,,,,,,,2477.0,,,,,,,1165.0,,,1159.0,,,,,,,3350.0,,,,,,,,,,7367.0,,,1513.0,,,,,,,,,,,,,,,,,,,,,,,,2841.0,,
851,Fusobacterium nucleatum,S,848,,,,,,,1561.0,,,,,405.0,,3285.0,,,,,,566.0,,,,3758.0,190.0,,,,,10003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315974,Sphingobium sp. TKS,S,2611147,,,,,,,,,,,,,,,,,,,,8963.0,,,,,,,,,,,,,,7444.0,3223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870984,Anaerococcus mediterraneensis,S,165779,,,,,,,,,,,,,,,,,,489.0,,,,,,,328.0,,,,,1408.0,,,1125.0,,835.0,,,,,,221.0,,,,,,,,,174.0,,,,,,,361.0,,,,14494.0,,
41276,Brevundimonas vesicularis,S,41275,,,,,,,,,,,,,,,,,,,,10816.0,,,,,,354.0,,,,,,,3996.0,,,,,,,,,,,,,,,,,,,1327.0,,,1940.0,,,,,,,913.0,
1390395,Sphingomonas sp. LK11,S,196159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10415.0,,,,,,,,,,,,,,,,,,,,,,,2386.0,,,,,,,,6059.0,,
93064,Sphingomonas koreensis,S,13687,,,,,,,,,,2855.0,,,,,,,,,,,,,,,10595.0,,1724.0,,,,,,,,,,,,,,,,,,,,,,,,3432.0,,,,,,,,,,,,
640081,Azospira oryzae PS,S1,146939,,,,266.0,534.0,,138.0,126.0,,137.0,,,152.0,,377.0,109.0,350.0,190.0,264.0,5807.0,527.0,285.0,152.0,144.0,1698.0,281.0,,,136.0,528.0,,,139.0,1314.0,288.0,126.0,206.0,,,,162.0,271.0,694.0,,,166.0,,,115.0,351.0,,374.0,147.0,150.0,723.0,,,426.0,,,165.0,,
543728,Variovorax paradoxus S110,S1,34073,,,,,,,,,,,,,,,,,,,,8452.0,,,,,,,,,,9558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Klebsiella aerogenes,S,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6321.0,,,11437.0
47878,Pseudomonas azotoformans,S,136843,,,,,,,,3246.0,,,,,,,,,,,,,,,,14462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437360,Bradyrhizobium erythrophlei,S,374,,,,,,,,,,,,,,,,,,,,8523.0,,,,,,,,,,,,,,9041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743721,Pseudoxanthomonas suwonensis 11-1,S1,314722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29429,Methylorubrum zatmanii,S,2282523,,,,,,,,,,,,,,,,,,,,17431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128780,Stenotrophomonas acidaminiphila,S,40323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11191.0,,,2043.0,,,,,,,,,,,,4175.0,,,,,,,,,,,,,
1795631,Variovorax sp. PAMC 28711,S,663243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2148.0,9783.0,,,5470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83262,Mycobacteroides immunogenum,S,670516,,,,,,,,,,,,,,,,,,,,,,,,,9432.0,,,,,,,,,7765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500814,Propionibacterium phage PHL095N00,S1,1982283,,,,,,,,,,,,,,,,,,,,,,,,4892.0,,,,,,12262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187491,Corynebacterium glaucum,S,1716,,,,,,,,,,,,,,,,,,,,2489.0,,,,,,,,,,,,,,,9993.0,,,,,,,,,,,,,,4612.0,,,,,,,,,,,,,,
35306,Simbu orthobunyavirus,S,11572,,115.0,265.0,156.0,231.0,,120.0,,,,,117.0,,,157.0,417.0,114.0,,,,156.0,116.0,193.0,121.0,152.0,117.0,156.0,229.0,158.0,,,,,,377.0,451.0,461.0,450.0,376.0,717.0,825.0,825.0,529.0,457.0,635.0,757.0,490.0,642.0,561.0,448.0,497.0,640.0,343.0,454.0,157.0,121.0,377.0,228.0,195.0,267.0,639.0,492.0,488.0
1389713,Mycobacterium paragordonae,S,1763,,,,,,,,,,,,883.0,,,,,,,,8419.0,,,,,,,,,,,,,,7450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081940,Pseudomonas putida B6-2,S1,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16735.0,,,,,,,,
2487064,Chryseobacterium sp. G0186,S,2593645,,,,,,,,,,,,,,,,,,,,16570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525919,Anaerococcus prevotii DSM 20548,S1,33034,,,,,,,,,,,,,,,246.0,,,,,,,,,1213.0,,,,,,1342.0,,,1473.0,,550.0,,,,,,,,,,,,,,,159.0,,,,,247.0,,,193.0,,,11120.0,,
29397,Lactobacillus delbrueckii subsp. lactis,S1,1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4582.0,,,,,,,,,,,,,,,,,,,,10592.0,,,,,,,,,1339.0,,,,
1977566,Enterobacter sp. Crenshaw,S,2608935,,,,,,,,,,16388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404941,Mycobacteroides salmoniphilum,S,670516,,,,,,,,,,,,,,,,,,,,8560.0,,,,,,,,,,,,,,7780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76758,Pseudomonas orientalis,S,136843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16176.0,,,,,,,,
1306993,Pseudomonas soli,S,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16123.0,,,,,,,,
2498451,Rheinheimera sp. LHK132,S,115860,,,104.0,,163.0,187.0,,289.0,489.0,,264.0,565.0,355.0,123.0,175.0,131.0,,195.0,,435.0,,134.0,203.0,338.0,705.0,277.0,325.0,295.0,244.0,848.0,,,181.0,1855.0,872.0,469.0,438.0,,,138.0,354.0,,461.0,149.0,,151.0,427.0,181.0,,271.0,,522.0,443.0,312.0,1110.0,,266.0,,188.0,,,173.0,255.0
2579977,Brevundimonas sp. SGAir0440,S,2622653,,,,,,,,,,,,,,,,,,,,10857.0,,,,,,,,,,,,,3958.0,,,,,,419.0,,,,,,,,,,,,821.0,,,,,,,,,,,,
306537,Corynebacterium jeikeium K411,S1,38289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3033.0,,3375.0,,,,,,,,,,,,,,,9433.0,,,,,,,,
709797,Bradyrhizobiaceae bacterium SG-6C,S,81426,153.0,,,,,,,,,,,,,,,,334.0,,,2619.0,,,,,4101.0,,,,,2046.0,,,,2563.0,,,,491.0,,,,,1087.0,,,,,,,,502.0,,,,1897.0,,,,,,,,
370764,Microbacterium pygmaeum,S,33882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11972.0,3783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282475,Achromobacter sp. B7,S,2626865,,,,297.0,330.0,,,,399.0,,,,,,,,,,,3977.0,,543.0,265.0,,2353.0,,,,,,,,,3496.0,,,,494.0,,,,,,,,,,,,,,779.0,,,1701.0,,398.0,644.0,,,,,
421000,Sulfitobacter donghicola,S,60136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15650.0,,
1283312,Sphingomonas wittichii DC-6,S1,160791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4297.0,,,,,,,,,,,,,,,,,2908.0,,,8348.0,,,,,,,,
1546149,Diaphorobacter polyhydroxybutyrativorans,S,238749,,,,,,,,,,,,,,,,,,,,6517.0,,,,,,,,,,,,,,7246.0,,,,,,,,,,,,,,,,,,,1559.0,,,,,,,,,,
546271,Selenomonas sputigena ATCC 35185,S1,69823,,,,,,,,,,,,,,14297.0,,,,,,,,,,,,,152.0,,,504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0,,,
48296,Acinetobacter pittii,S,909768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96344,Cupriavidus oxalaticus,S,106589,,,,,,,,,,,,,,,,,,,,6340.0,,,,,,,,,,4812.0,,,,,,,,,,,,,,,,1774.0,2027.0,,,,,,,,,,,,,,,,
105219,Ralstonia mannitolilytica,S,48736,,,,,,,,,,,,,,,,,,,450.0,6332.0,,,,,,,,,,,,1188.0,,,,1737.0,,,,,,,,,,1046.0,,,,,,,,,4169.0,,,,,,,,
1737425,Corynebacterium provencense,S,1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6958.0,,,,,,,,,,,,,,,,,,,,7810.0,,,,,,,,,,,,,
73010,Aeromonas encheleia,S,642,,,,,,,,,,,,,,,,,,,,14749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279238,Novosphingobium aromaticivorans DSM 12444,S1,48935,,,,,,,,,,2023.0,,,,,,,,,,7229.0,,,,,,,,,,5363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045808,Rhodococcus sp. YL-1,S,192944,,,,,,,,,,,,,,,,,,,,7504.0,,,,,7031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874061,Sphingopyxis sp. EG6,S,2614943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5429.0,,,,7303.0,,,,,,,,,,,,,1729.0,,,,,,,,,,,,,,,,
40216,Acinetobacter radioresistens,S,469,,,,,,,,,,,,,,,,,,4689.0,1405.0,,,,,,,,,,,,,,,,,,,3772.0,,,,,,,,,4594.0,,,,,,,,,,,,,,,,
1016987,Novosphingobium sp. THN1,S,2644732,,,,,,,,,,,,,,,,,,,,7404.0,,,,,,,,,,,,,,6939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52773,Schaalia meyeri,S,2529408,,,,,,,,,,,,,,926.0,,,,,,222.0,,,,2991.0,,,,,,6043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3980.0,,
1575,Leifsonia xyli,S,110932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1363.0,,,9303.0,2980.0,,,,,,,,,,,,,,,,,,,,,486.0,,,,,,,,
1842533,Acidovorax sp. RAC01,S,2684926,2141.0,,,,,,,,,,,,,,,,,1942.0,,7546.0,,,,,,,,,,,,,,,,,,,,,2449.0,,,,,,,,,,,,,,,,,,,,,,
931866,Bradyrhizobium ottawaense,S,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6198.0,,,,,,,,,,,,,,,,,,,,,,,,,7837.0,,,,,,,,
155615,Fusobacterium nucleatum subsp. vincentii,S1,851,,,,,397.0,,,,,,,,,3397.0,,,,,,,,,,,,,,,,10214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248315,Veillonella rodentium,S,29465,,,,,,,,,,,,,,,,,,3042.0,,,,,,,,,,,,10903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Brevundimonas diminuta,S,41275,,,1113.0,,,,,,,,,,,,,,,,,9737.0,,,,,,,,,,,,,,,,,,,,,,,,,1007.0,,,,,,,,,,2040.0,,,,,,,,
1324960,Aeromonas salmonicida subsp. pectinolytica 34mel,S2,96473,,,,,,,,,,,,,,,,,,,,13510.0,,,,,,,,,,,,,,,,346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354302,Aeromonas hydrophila 4AK4,S1,644,,,,,,,,,,,,,,,,,,,,13820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202826,Methylobacterium sp. 17Sr1-1,S,2615210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13679.0,,,,,,,,
948519,Aeromonas rivipollensis,S,642,,,,,,,,,,,,,,,,,,,,13615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Aeromonas hydrophila,S,642,,,,,,,,,,,,,,,,,,,,13465.0,,,,,,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,,,,,,,,
2033032,Aeromonas sp. CA23,S,257493,,,,,,,,,,,,,,,,,,,,13543.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653478,Rhodococcus sp. PBTS 1,S,192944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3099.0,,
860,Fusobacterium periodonticum,S,848,,,,,,,1567.0,,,,,,,,,,,,,360.0,,,,3568.0,,,,,,,,,1060.0,,1742.0,1090.0,,,,,,,,,,,,,,,,,,,2645.0,,1397.0,,,,,,
1636609,Aeromonas sp. ASNIH4,S,257493,,,,,,,,,,,,,,,,,,,,13399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Aeromonas salmonicida,S,642,,,,,,,,,,,,,,,,,,,,13384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208104,Aeromonas media WS,S1,651,,,,,,,,,,,,,,,,,,,,13348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231023,Pseudomonas putida ND6,S1,303,,,,,,,6364.0,,,,2839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3895.0,
1325724,Brevundimonas vancanneytii,S,41275,,,,,,,,,,,,,,,,,,,,9530.0,,,,,,,,,,3390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327635,Sphingomonas sp. Cra20,S,196159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10415.0,,,,,,,,,,,,,,,,,2429.0,,,,,,,,,,,,,,,,
2079792,Mycetocola sp. 449,S,2685235,,,,,,,,,,,,,,,,,,,,,,,,,1625.0,,,,,,,,9264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904.0,,
862965,Haemophilus parainfluenzae T3T1,S1,729,,,,655.0,,,,,,,,1062.0,,,,,,,,,,,,,,,,,,8131.0,,,,,,,,,,,,,,,,,,,,,,,,,2941.0,,,,,,,,
546874,Friedmanniella sagamiharensis,S,53387,1372.0,,,,,,,560.0,110.0,,,,,,274.0,,,304.0,112.0,496.0,191.0,,,640.0,1259.0,,,,,568.0,,,2025.0,371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4330.0,,
1842537,Hydrogenophaga sp. RAC07,S,2610897,,,,,,,,,,,,,,,,,,,,6531.0,,,,,,,,,,,,,,,3191.0,,,,,,,,,,,,,,,,,,,,,,,,,,2811.0,,
1328866,Rathayibacter festucae DSM 15932,S1,110937,,,,,,,,,,,,,,,,,,,,2000.0,,,,,,,,,,,,,9857.0,,,,,,452.0,,,,,,,,,,,,,,,,,,,,,,,,
1500798,Propionibacterium phage PHL009M11,S1,1982273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376758,Propionibacterium phage PA6,S1,1982269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654781,Propionibacterium phage Moyashi,S,2079398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229788,Propionibacterium phage P105,S1,1982261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048898,Microbacterium sp. Y-01,S,2609290,,,439.0,,,,770.0,,,,,,,,,,,,,,,,,,2847.0,,,,,2383.0,,,,4275.0,,,,,,,,422.0,,,,,,,,926.0,,,,,,,,,,,,,
2072936,Sphingobium sp. SCG-1,S,2611147,,,,,,,,,,,1501.0,,,,,,,,,,,,,,,,,,,6512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4028.0,,
488,Neisseria mucosa,S,482,,,,,,,1113.0,,,,,,,,,,,2031.0,,1130.0,,,,,,,,,,4954.0,,,,,689.0,,,,,,,,,,,,,,,,277.0,,,,,,,,,,1680.0,,
1493872,Chryseobacterium shandongense,S,59732,,,,,1533.0,,,,,,,,,,,,,,,10339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906742,Microbacterium sp. BH-3-3-3,S,2609290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295826,Lactococcus lactis subsp. cremoris KW2,S2,1359,,,,,,,,,,,,,,,,,,11731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532555,Brevundimonas sp. DS20,S,2622653,,,,,,,,,,,,558.0,,,,,,,,11131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112234,Chryseobacterium joostei,S,59732,,,,,,,,,,,,,,,,,,,,10310.0,,,,,,,,,1375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335048,Defluviimonas alba,S,1097466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8202.0,3334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535289,Acidovorax ebreus TPSY,S1,721785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9504.0,,,,,,,,,,,,,,,1984.0,,,,,,,,,,,,,,,,,,
1609758,Novosphingobium sp. P6W,S,2644732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9457.0,,,,,,,,,,,,1891.0,,,,,,,,,,,,,,,,,,
1714373,Microbacterium sp. No. 7,S,2609290,,,,,,,,,,,,,,,,,,,,2976.0,,,,,2864.0,,,,,,,909.0,,4268.0,,,,303.0,,,,,,,,,,,,,,,,,,,,,,,,,
76859,Fusobacterium nucleatum subsp. animalis,S1,851,,,,,,,,,,,,,,,,,,,,734.0,,,,,,,,,,10397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69395,Caulobacter henricii,S,75,,,,,,,1240.0,,,,,,,,,,,,,4131.0,841.0,,,,2743.0,,,,,2120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Chryseobacterium indoltheticum,S,59732,,,,,,,,,,,,,,,,,,,,10231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.0,,,,,,,,,,,,,,,
1827469,Brevundimonas sp. GW460-12-10-14-LB2,S,2622653,,,,,,,,,,,,,,,,,,,,10985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588932,Brevundimonas naejangsanensis,S,41275,,,,,,,,,,,,,,,,,,,,9844.0,,,,1107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167468,Bradyrhizobium sp. ORS 3257,S,2631580,,,,,,,,,,,,,,,,,,,,,,,,,10874.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Bradyrhizobium japonicum,S,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7840.0,,,,,,2971.0,,
2518177,Flavobacterium sangjuense,S,237,,704.0,,,,,,,1477.0,,,,,,,,,,,8586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888027,Lactobacillus delbrueckii subsp. lactis DSM 20072,S2,29397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10752.0,,,,,,,,,,,,,
1325107,Bradyrhizobium zhanjiangense,S,374,,,,,,,,,,,,,,,,,,,,,,,,,10720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29391,Gemella morbillorum,S,1378,,,,,,,,,,,,,,,,,,,,,,,,2188.0,,,281.0,,,5277.0,,,2603.0,,,,,,,,,,,,,187.0,,,,,,,,,,172.0,,,,,,,
1938605,Brevundimonas sp. LM2,S,2622653,,,,,,,,,,,,,,,,,,,,10661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705617,Capnocytophaga sp. oral taxon 323,S,2640652,,,,,,,,,,,,,,,,,,,,,,,,,6241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4414.0,,
1920191,Delftia sp. HK171,S,2613839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69373,Curtobacterium pusillum,S,2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795630,Frondihabitans sp. PAMC 28766,S,2626248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241979,Chryseobacterium carnis,S,59732,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.0,,,,,,9340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368607,Janthinobacterium svalbardensis,S,29580,,,,,,,,,,,,1525.0,,,,,,1153.0,,4120.0,,,,626.0,,,,,,2913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469604,Fusobacterium nucleatum subsp. vincentii 3_1_36A2,S2,155615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578165,Mycobacteroides saopaulense,S,670516,,,,,,,,,,,,,,,,,,,,,,,,,9424.0,,,829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191062,Comamonas testosteroni P19,S1,285,,,,,,,,,,,,,637.0,,,,,,,,,,,,,,,,,,,,,7339.0,,,,,,,2241.0,,,,,,,,,,,,,,,,,,,,,,
1936029,Mycobacterium sp. MS1601,S,2642494,,,,,,,,,,,,,,,,396.0,,,,8653.0,1109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446794,Frondihabitans sp. 762G35,S,2626248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070347,Agrococcus sp. SGAir0287,S,2615065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87883,Burkholderia multivorans,S,87882,,,,,,,,,,,,,,,,,,,593.0,,,,,,,,,,,,,,,9473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088721,Novosphingobium pentaromativorans US6-1,S1,205844,,,1151.0,,,,,,,,,408.0,,,,,,,,,,,,,4841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3660.0,,
767455,Lactobacillus delbrueckii subsp. bulgaricus ND02,S2,1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10028.0,,,,,,,,,,,,,
1049583,Kocuria indica,S,57493,,,,,,,,,,,,,,,,,,,,7992.0,,,,,509.0,,,,,,,,,,,,,,,,,,,,,,,391.0,,,,,,,,,,,,,,1127.0,
161896,Corynebacterium camporealensis,S,1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
